School Name,District,Location Code,Latitude,Longitude,Grades,Grade Low,Grade High,Community School?,Zip,Economic Need Index,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Collaborative Teachers %,Supportive Environment %,Effective School Leadership %,Strong Family-Community Ties %,Trust %,Average ELA Proficiency,Average Math Proficiency,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent White,Grade 3 ELA - All Students Tested,Grade 3 Math - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 Math 4s - All Students,Grade 3 ELA 4s - Limited English Proficient,Grade 3 Math 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math 4s - Economically Disadvantaged,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 ELA 4s - Black or African American,Grade 3 Math 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 Math 4s - Hispanic or Latino,Grade 3 ELA 4s - White,Grade 3 Math 4s - White,Grade 4 ELA - All Students Tested,Grade 4 Math - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 Math 4s - All Students,Grade 4 ELA 4s - Limited English Proficient,Grade 4 Math 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math 4s - Economically Disadvantaged,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 ELA 4s - Black or African American,Grade 4 Math 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 Math 4s - Hispanic or Latino,Grade 4 ELA 4s - White,Grade 4 Math 4s - White,Grade 5 ELA - All Students Tested,Grade 5 Math - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 Math 4s - All Students,Grade 5 ELA 4s - Limited English Proficient,Grade 5 Math 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math 4s - Economically Disadvantaged,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 ELA 4s - Black or African American,Grade 5 Math 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 Math 4s - Hispanic or Latino,Grade 5 ELA 4s - White,Grade 5 Math 4s - White,Grade 6 ELA - All Students Tested,Grade 6 Math - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 Math 4s - All Students,Grade 6 ELA 4s - Limited English Proficient,Grade 6 Math 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math 4s - Economically Disadvantaged,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 ELA 4s - Black or African American,Grade 6 Math 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 Math 4s - Hispanic or Latino,Grade 6 ELA 4s - White,Grade 6 Math 4s - White,Grade 7 ELA - All Students Tested,Grade 7 Math - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 Math 4s - All Students,Grade 7 ELA 4s - Limited English Proficient,Grade 7 Math 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math 4s - Economically Disadvantaged,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 ELA 4s - Black or African American,Grade 7 Math 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 Math 4s - Hispanic or Latino,Grade 7 ELA 4s - White,Grade 7 Math 4s - White,Grade 8 ELA - All Students Tested,Grade 8 Math - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 Math 4s - All Students,Grade 8 ELA 4s - Limited English Proficient,Grade 8 Math 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math 4s - Economically Disadvantaged,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 ELA 4s - Black or African American,Grade 8 Math 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 Math 4s - Hispanic or Latino,Grade 8 ELA 4s - White,Grade 8 Math 4s - White
EXCELLENCE BOYS CHARTER SCHOOL,16,84K593,40.683446999999994,-73.925849,"0K,01,02,03,04,05,06,07,08",0K,08,No,11233,0.652,94.0,0.0,89.0,88.0,77.0,84.0,86.0,85.0,2.63,3.2,2.0,2.0,88.0,8.0,1.0,85.0,85.0,4.0,28.0,0.0,0.0,4.0,23.0,0.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,84.0,84.0,22.0,50.0,0.0,0.0,14.0,39.0,0.0,0.0,21.0,46.0,0.0,0.0,0.0,0.0,56.0,83.0,8.0,11.0,0.0,0.0,2.0,6.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,74.0,74.0,12.0,17.0,0.0,0.0,6.0,11.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,70.0,71.0,3.0,15.0,0.0,0.0,3.0,6.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,50.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
KINGS COLLEGIATE CHARTER SCHOOL,18,84K608,40.677469,-73.942071,"05,06,07,08,09,10,11,12",05,12,No,11212,0.47700000000000004,97.0,5.0,84.0,89.0,86.0,89.0,85.0,94.0,2.67,2.99,1.0,0.0,97.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,1.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,86.0,85.0,11.0,16.0,0.0,0.0,7.0,10.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,83.0,83.0,6.0,18.0,0.0,0.0,5.0,15.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,71.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,23,84K626,40.674493,-73.913246,"0K,01,02,03,04,05",0K,05,No,11233,0.735,98.0,4.0,91.0,91.0,83.0,84.0,87.0,91.0,2.59,2.78,1.0,0.0,88.0,11.0,0.0,84.0,87.0,11.0,29.0,0.0,0.0,9.0,24.0,0.0,0.0,10.0,28.0,1.0,1.0,0.0,0.0,89.0,89.0,14.0,22.0,0.0,0.0,12.0,18.0,0.0,0.0,13.0,22.0,1.0,0.0,0.0,0.0,93.0,93.0,7.0,9.0,0.0,0.0,6.0,6.0,0.0,0.0,7.0,8.0,0.0,1.0,0.0,0.0,81.0,81.0,12.0,29.0,0.0,0.0,10.0,23.0,0.0,0.0,10.0,26.0,2.0,3.0,0.0,0.0,86.0,86.0,6.0,12.0,0.0,0.0,5.0,9.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,90.0,90.0,19.0,30.0,0.0,0.0,14.0,22.0,0.0,0.0,17.0,28.0,2.0,2.0,0.0,0.0
BEDFORD STUYVESANT COLLEGIATE -UNCOMMON COLLEGIATE CHARTER HIGH SCHOOL,16,84K648,40.687938,-73.932378,"05,06,07,08,09,10,11,12",05,12,No,11221,0.69,97.0,6.0,93.0,97.0,88.0,91.0,89.0,93.0,2.49,2.8,2.0,1.0,77.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,90.0,90.0,12.0,8.0,0.0,0.0,9.0,6.0,0.0,0.0,9.0,5.0,3.0,3.0,0.0,0.0,74.0,74.0,1.0,16.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,71.0,0.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0
PAVE ACADEMY CHARTER SCHOOL,15,84K651,40.675877,-74.003636,"0K,01,02,03,04,05,06,07,08",0K,08,No,11231,0.7759999999999999,97.0,0.0,90.0,84.0,83.0,78.0,88.0,92.0,2.56,2.84,5.0,2.0,42.0,52.0,3.0,55.0,55.0,5.0,14.0,0.0,0.0,3.0,9.0,0.0,0.0,4.0,6.0,1.0,7.0,0.0,0.0,55.0,55.0,9.0,12.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,48.0,48.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,53.0,53.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,45.0,45.0,7.0,7.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,24.0,24.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
BROOKLYN ASCEND CHARTER SCHOOL,18,84K652,40.662056,-73.920703,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,11212,0.606,97.0,4.0,84.0,87.0,83.0,80.0,84.0,89.0,2.55,2.56,1.0,1.0,95.0,3.0,0.0,144.0,144.0,15.0,41.0,0.0,0.0,10.0,25.0,0.0,0.0,14.0,40.0,0.0,0.0,0.0,0.0,143.0,143.0,25.0,46.0,0.0,0.0,22.0,39.0,0.0,0.0,23.0,44.0,0.0,0.0,0.0,0.0,107.0,107.0,7.0,12.0,0.0,0.0,2.0,8.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,106.0,107.0,8.0,13.0,0.0,0.0,6.0,9.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,78.0,78.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,81.0,8.0,11.0,0.0,0.0,4.0,6.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0
COMMUNITY PARTNERSHIP CHARTER SCHOOL,13,84K702,40.689626000000004,-73.96109399999999,"0K,01,02,03,04,05",0K,05,No,11205,0.635,95.0,16.0,83.0,84.0,79.0,80.0,90.0,87.0,2.43,2.65,2.0,0.0,80.0,15.0,1.0,44.0,46.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,50.0,51.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,59.0,58.0,6.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,44.0,44.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,45.0,46.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
BEGINNING WITH CHILDREN CHARTER SCHOOL,14,84K703,40.699216,-73.945215,"0K,01,02,03,04,05,06,07,08",0K,08,No,11206,0.812,100.0,0.0,88.0,89.0,84.0,87.0,89.0,90.0,2.32,2.34,7.0,2.0,38.0,57.0,2.0,40.0,40.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,45.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,31.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,48.0,4.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
EXPLORE CHARTER SCHOOL,17,84K704,40.656389000000004,-73.951462,"0K,01,02,03,04,05,06,07,08",0K,08,No,11226,0.5579999999999999,96.0,11.0,83.0,84.0,78.0,73.0,87.0,85.0,2.36,2.65,5.0,0.0,84.0,12.0,0.0,55.0,55.0,3.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,58.0,58.0,4.0,7.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,60.0,60.0,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,55.0,55.0,5.0,19.0,0.0,0.0,4.0,11.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,0.0,50.0,50.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,55.0,55.0,8.0,5.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROOKLYN PROSPECT CHARTER SCHOOL,15,84K707,40.648154999999996,-73.978583,"06,07,08,09,10,11,12",06,12,No,11218,0.354,96.0,7.0,85.0,91.0,87.0,92.0,86.0,94.0,2.82,3.05,2.0,6.0,15.0,34.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,105.0,22.0,28.0,0.0,1.0,8.0,12.0,0.0,0.0,1.0,0.0,5.0,10.0,11.0,13.0,102.0,99.0,6.0,20.0,0.0,0.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,8.0,87.0,56.0,21.0,4.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,14.0,2.0
BROWNSVILLE COLLEGIATE CHARTER SCHOOL,23,84K710,40.668634999999995,-73.905086,"05,06,07,08,09,10,11,12",05,12,No,11212,0.7190000000000001,96.0,6.0,88.0,88.0,83.0,85.0,85.0,91.0,2.47,2.75,3.0,1.0,72.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,83.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,85.0,85.0,6.0,8.0,0.0,0.0,5.0,6.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,71.0,71.0,6.0,5.0,0.0,0.0,6.0,3.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,73.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL,23,84K711,40.655763,-73.906685,"0K,01,02,03,04,05,06,07,08",0K,08,No,11212,0.792,96.0,10.0,90.0,88.0,83.0,83.0,87.0,89.0,2.62,3.25,1.0,0.0,84.0,14.0,0.0,87.0,87.0,8.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,0.0,0.0,0.0,0.0,59.0,59.0,12.0,35.0,0.0,0.0,9.0,31.0,0.0,0.0,10.0,30.0,2.0,4.0,0.0,0.0,84.0,85.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,89.0,88.0,16.0,16.0,0.0,0.0,13.0,13.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,72.0,72.0,4.0,6.0,0.0,0.0,4.0,6.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXCELLENCE GIRLS CHARTER SCHOOL,16,84K712,40.688119,-73.924441,"0K,01,02,03,04,05,06,07,08",0K,08,No,11221,0.68,94.0,18.0,93.0,93.0,84.0,88.0,89.0,88.0,2.99,3.48,2.0,2.0,84.0,11.0,1.0,88.0,88.0,20.0,52.0,0.0,0.0,17.0,42.0,0.0,0.0,17.0,40.0,0.0,8.0,0.0,0.0,81.0,81.0,31.0,44.0,0.0,0.0,26.0,30.0,0.0,0.0,27.0,38.0,3.0,3.0,0.0,0.0,85.0,83.0,9.0,10.0,0.0,0.0,5.0,5.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,86.0,86.0,19.0,25.0,0.0,0.0,16.0,21.0,0.0,0.0,17.0,23.0,0.0,1.0,0.0,0.0,75.0,74.0,13.0,15.0,0.0,0.0,7.0,7.0,0.0,0.0,9.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHIP PREP CS 4),18,84K724,40.644044,-73.892737,"0K,01,02,03,04,05",0K,05,No,11236,0.557,96.0,10.0,96.0,98.0,93.0,96.0,89.0,96.0,2.49,2.88,1.0,1.0,90.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,2.0,9.0,0.0,0.0,2.0,9.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,86.0,86.0,9.0,18.0,0.0,0.0,8.0,15.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,78.0,77.0,4.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUMMIT ACADEMY CHARTER SCHOOL,15,84K730,40.677847,-74.004818,"06,07,08,09,10,11,12",06,12,No,11231,0.753,89.0,36.0,87.0,85.0,83.0,86.0,88.0,90.0,2.27,2.45,3.0,0.0,49.0,43.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,41.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
BROOKLYN EXCELSIOR CHARTER SCHOOL,16,84K731,40.68972,-73.92501899999999,"0K,01,02,03,04,05,06,07,08",0K,08,No,11221,0.6990000000000001,95.0,14.0,84.0,79.0,81.0,73.0,81.0,86.0,2.35,2.37,2.0,1.0,86.0,12.0,1.0,71.0,71.0,0.0,13.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,74.0,75.0,7.0,9.0,0.0,0.0,6.0,9.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,70.0,69.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,71.0,71.0,5.0,9.0,0.0,0.0,4.0,6.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,74.0,71.0,2.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,65.0,41.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
BROWNSVILLE ASCEND CHARTER SCHOOL,23,84K737,40.668975,-73.917872,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,11212,0.758,95.0,9.0,85.0,87.0,86.0,84.0,83.0,92.0,2.48,2.65,1.0,1.0,87.0,11.0,0.0,114.0,114.0,7.0,18.0,0.0,0.0,1.0,7.0,0.0,0.0,7.0,18.0,0.0,0.0,0.0,0.0,143.0,143.0,20.0,37.0,0.0,0.0,11.0,16.0,0.0,0.0,16.0,27.0,2.0,7.0,0.0,0.0,106.0,106.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,108.0,104.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,84.0,83.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROOKLYN SCHOLARS CHARTER SCHOOL,19,84K740,40.669455,-73.867298,"0K,01,02,03,04,05,06,07,08",0K,08,No,11208,0.71,95.0,12.0,87.0,88.0,83.0,84.0,89.0,92.0,2.45,2.73,1.0,6.0,69.0,23.0,0.0,81.0,81.0,5.0,28.0,0.0,0.0,3.0,10.0,0.0,0.0,2.0,21.0,2.0,5.0,0.0,0.0,77.0,77.0,10.0,16.0,0.0,0.0,5.0,10.0,1.0,2.0,7.0,10.0,2.0,4.0,0.0,0.0,78.0,78.0,4.0,8.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,78.0,78.0,8.0,13.0,0.0,0.0,3.0,9.0,1.0,3.0,6.0,6.0,1.0,4.0,0.0,0.0,77.0,78.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,50.0,23.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
EXPLORE EMPOWER CHARTER SCHOOL,17,84K742,40.672706,-73.92893000000001,"0K,01,02,03,04,05,06,07,08",0K,08,No,11213,0.78,94.0,17.0,80.0,72.0,80.0,56.0,83.0,75.0,2.28,2.37,4.0,1.0,89.0,8.0,1.0,54.0,54.0,2.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,57.0,56.0,6.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,54.0,54.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,53.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,56.0,56.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,44.0,44.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,21,84K744,40.598888,-73.974233,"05,06,07,08,09,10,11,12",05,12,No,11223,0.7070000000000001,95.0,28.0,86.0,89.0,82.0,85.0,84.0,92.0,2.52,2.81,3.0,9.0,40.0,32.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,84.0,2.0,5.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,80.0,80.0,10.0,10.0,0.0,0.0,9.0,9.0,0.0,1.0,0.0,0.0,7.0,5.0,1.0,2.0,83.0,84.0,6.0,9.0,0.0,0.0,3.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,91.0,89.0,2.0,18.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,4.0
UNITY PREP CHARTER SCHOOL,13,84K757,40.686208,-73.940924,"06,07,08,09,10",06,10,No,11221,0.7390000000000001,94.0,21.0,81.0,87.0,89.0,87.0,83.0,92.0,2.26,2.32,4.0,2.0,78.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,102.0,104.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,108.0,108.0,5.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0
BROOKLYN URBAN GARDEN CHARTER SCHOOL,15,84K758,40.656203999999995,-73.982638,"06,07,08",06,08,No,11215,0.485,96.0,8.0,75.0,82.0,83.0,85.0,88.0,89.0,2.53,2.5,3.0,7.0,33.0,33.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,75.0,7.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,6.0,68.0,65.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,106.0,68.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0
